Company,Date,Open,High,Low,Close,Volume
DeltaEnterprises,5/27/2019,175.92,177.87,167.48,170.83,933680
DeltaEnterprises,5/28/2019,170.26,171.76,159.67,164.51,328950
DeltaEnterprises,5/29/2019,165.48,169.47,161,164.37,19527
DeltaEnterprises,5/30/2019,163.44,167.27,159.57,165.3,297523
DeltaEnterprises,5/31/2019,164.86,168.29,164.68,166.51,166588
DeltaEnterprises,6/1/2019,165.64,166.81,163.56,165.88,18095
DeltaEnterprises,6/2/2019,166.27,167.72,165.51,165.86,693602
DeltaEnterprises,6/3/2019,165.47,168.79,162.4,167.02,79309
DeltaEnterprises,6/4/2019,167.5,171.29,159.53,163.25,551349
DeltaEnterprises,6/5/2019,163.59,164.7,160.74,162.67,376737
DeltaEnterprises,6/6/2019,161.93,163.2,156,156.12,792476
DeltaEnterprises,6/7/2019,155.23,156.55,151.36,155.35,108756
DeltaEnterprises,6/8/2019,155.47,159.32,148.25,151.84,94970
DeltaEnterprises,6/9/2019,152.34,153.84,149.76,153.24,663345
DeltaEnterprises,6/10/2019,153.7,158.9,149.44,154.4,611856
DeltaEnterprises,6/11/2019,153.86,158.3,150.42,153.66,325817
DeltaEnterprises,6/12/2019,153.12,153.68,150.23,152.73,646778
DeltaEnterprises,6/13/2019,153.68,160.06,150.33,155.08,24082
DeltaEnterprises,6/14/2019,154.35,158.15,150.55,154.52,728237
DeltaEnterprises,6/15/2019,154.19,158.03,150.76,151.92,12469
DeltaEnterprises,6/16/2019,152.73,156.31,150.69,152.11,829537
DeltaEnterprises,6/17/2019,152.27,158.7,150.95,154.53,700956
DeltaEnterprises,6/18/2019,154.03,157.03,150.85,155.3,273480
DeltaEnterprises,6/19/2019,155.41,156.01,148.62,150.89,205149
DeltaEnterprises,6/20/2019,151.29,154.62,149.32,150.09,233402
DeltaEnterprises,6/21/2019,150.2,154.96,149.85,151.83,899424
DeltaEnterprises,6/22/2019,151.05,155.7,149.32,151.7,908202
DeltaEnterprises,6/23/2019,152.19,154.56,148.3,153.96,859678
DeltaEnterprises,6/24/2019,153.57,154.91,147.23,151.3,670810
DeltaEnterprises,6/25/2019,152.24,153.52,147.61,149.71,735606
DeltaEnterprises,6/26/2019,150.52,154.44,147.12,150.67,946044
DeltaEnterprises,6/27/2019,151.14,151.17,147.4,149.69,25568
DeltaEnterprises,6/28/2019,148.81,152.71,148,148.37,950890
DeltaEnterprises,6/29/2019,148.47,148.57,145.2,146.82,671798
DeltaEnterprises,6/30/2019,146.59,151.33,144.78,145.79,576999
DeltaEnterprises,7/1/2019,145.6,147.49,141.66,146.6,214967
DeltaEnterprises,7/2/2019,146.41,146.7,140.19,143.72,115218
DeltaEnterprises,7/3/2019,143.33,147.7,138.91,141.5,739652
DeltaEnterprises,7/4/2019,141.96,142.31,140.31,140.42,373095
DeltaEnterprises,7/5/2019,139.56,147.59,137.16,143.41,22392
DeltaEnterprises,7/6/2019,143.44,151.37,142.36,146.54,111721
DeltaEnterprises,7/7/2019,147.1,152.22,145.59,147.96,808609
DeltaEnterprises,7/8/2019,147.11,151.13,140.76,145.75,115312
DeltaEnterprises,7/9/2019,144.92,151.53,142.69,146.88,806470
DeltaEnterprises,7/10/2019,147.76,153.04,145.28,151.06,963639
DeltaEnterprises,7/11/2019,151.05,152.73,147.7,152.56,98950
DeltaEnterprises,7/12/2019,152.77,158.77,152.08,153.77,503740
DeltaEnterprises,7/13/2019,154.32,160.17,150.3,156.81,348853
DeltaEnterprises,7/14/2019,156.13,162.45,155.23,157.91,658085
DeltaEnterprises,7/15/2019,157.48,158.33,155.03,155.55,984799
DeltaEnterprises,7/16/2019,155.75,157.57,149.63,150.49,826152
DeltaEnterprises,7/17/2019,150.78,156.09,148,151.87,987985
DeltaEnterprises,7/18/2019,151.48,152.24,149.9,151.93,665501
DeltaEnterprises,7/19/2019,151.85,156.99,146.92,152.22,786047
DeltaEnterprises,7/20/2019,152.25,152.97,147.52,152.77,931415
DeltaEnterprises,7/21/2019,152.7,153.03,149.31,151.8,72635
DeltaEnterprises,7/22/2019,152.21,155.71,146.31,150.58,962878
DeltaEnterprises,7/23/2019,151.44,153.94,143.85,147.5,722152
DeltaEnterprises,7/24/2019,148.38,152.89,143.03,147.58,548732
DeltaEnterprises,7/25/2019,148.24,149.62,141.5,144.8,854236
DeltaEnterprises,7/26/2019,143.85,144.43,138.65,143.25,998138
DeltaEnterprises,7/27/2019,142.91,147.73,137.84,142.75,324981
DeltaEnterprises,7/28/2019,142.43,145.92,137.89,139.34,316043
DeltaEnterprises,7/29/2019,138.82,143.59,135.26,138.44,884901
DeltaEnterprises,7/30/2019,139.27,144,136.32,137.48,809529
DeltaEnterprises,7/31/2019,137.21,138.76,134.29,135.82,246548
DeltaEnterprises,8/1/2019,136.43,141.11,134.68,135.02,638985
DeltaEnterprises,8/2/2019,135.1,138.64,127.87,131.54,586221
DeltaEnterprises,8/3/2019,131.41,134.71,127.67,131.95,157245
DeltaEnterprises,8/4/2019,132.2,138.71,130.69,134.34,816311
DeltaEnterprises,8/5/2019,135.26,139.39,132.62,135.75,586602
DeltaEnterprises,8/6/2019,135.76,140.23,129.64,134.04,394405
DeltaEnterprises,8/7/2019,133.85,136.38,132.77,136.21,704079
DeltaEnterprises,8/8/2019,136.05,136.49,133.85,134.43,958839
DeltaEnterprises,8/9/2019,134.45,135.63,129.15,133.76,16826
DeltaEnterprises,8/10/2019,134.67,135.02,130.86,133.91,664659
DeltaEnterprises,8/11/2019,134.66,138.84,129.82,134.53,765984
DeltaEnterprises,8/12/2019,134.86,139.99,131.11,135.45,395555
DeltaEnterprises,8/13/2019,135.28,141.29,132.05,136.96,481301
DeltaEnterprises,8/14/2019,137.08,140.05,136.92,138.77,525951
DeltaEnterprises,8/15/2019,139.68,142.48,135.93,139.67,597999
DeltaEnterprises,8/16/2019,138.73,145.62,136.13,141.72,731594
DeltaEnterprises,8/17/2019,141.13,145.06,136.94,141.38,786086
DeltaEnterprises,8/18/2019,141.33,144.72,139.04,140.64,882572
DeltaEnterprises,8/19/2019,141.18,141.63,138.27,139.76,904433
DeltaEnterprises,8/20/2019,139.46,141.84,139.09,141.75,991457
DeltaEnterprises,8/21/2019,142.3,146.61,137.95,143.39,186201
DeltaEnterprises,8/22/2019,144.36,147.06,143.53,145.48,922325
DeltaEnterprises,8/23/2019,146.28,150.62,146.23,149.14,900407
DeltaEnterprises,8/24/2019,148.33,155.22,147.32,151.4,92922
DeltaEnterprises,8/25/2019,152.32,155.23,151.93,154.17,24702
DeltaEnterprises,8/26/2019,154.6,157.89,153.1,154.04,920668
DeltaEnterprises,8/27/2019,154.34,157.37,152.42,153.19,527220
DeltaEnterprises,8/28/2019,152.2,156.48,150.13,152.91,671384
DeltaEnterprises,8/29/2019,152.96,154.42,146.16,150.23,71586
DeltaEnterprises,8/30/2019,150.48,154.45,147.54,150.27,793264
DeltaEnterprises,8/31/2019,149.86,151.09,148.5,149.28,707972
DeltaEnterprises,9/1/2019,148.75,152.16,148.11,150.84,571837
DeltaEnterprises,9/2/2019,150.95,152.95,149.3,151.04,213665
DeltaEnterprises,9/3/2019,150.26,153.37,146.16,150.68,909980
DeltaEnterprises,9/4/2019,150.88,154.5,141.83,145.96,305151
DeltaEnterprises,9/5/2019,145.49,149.96,144.86,145.34,292676
DeltaEnterprises,9/6/2019,145.03,148.23,142.34,143.8,38484
DeltaEnterprises,9/7/2019,144.71,147.68,139.76,142.89,781603
DeltaEnterprises,9/8/2019,142.77,143.63,141.94,143.49,469780
DeltaEnterprises,9/9/2019,144.26,145,139.32,144,630572
DeltaEnterprises,9/10/2019,144.44,148.29,143.63,145.29,495334
DeltaEnterprises,9/11/2019,145.34,145.49,143.49,145.01,309812
DeltaEnterprises,9/12/2019,145.11,151.61,143.51,148.71,862997
DeltaEnterprises,9/13/2019,149.25,149.35,143.77,147.35,54329
DeltaEnterprises,9/14/2019,147.21,152.64,144.69,148.77,245325
DeltaEnterprises,9/15/2019,149.46,152.48,148.17,150.57,790585
DeltaEnterprises,9/16/2019,151.25,152.63,146.61,148.62,972313
DeltaEnterprises,9/17/2019,148.07,150.32,143.5,146.99,120283
DeltaEnterprises,9/18/2019,147.76,150.32,144.51,147.81,946823
DeltaEnterprises,9/19/2019,148.68,150.26,144.01,147.47,562586
DeltaEnterprises,9/20/2019,147.85,152.15,145.23,149,983864
DeltaEnterprises,9/21/2019,149.08,152.57,145.04,150.46,966878
DeltaEnterprises,9/22/2019,149.61,154.38,144.81,150.17,86202
DeltaEnterprises,9/23/2019,150.99,153.02,148.22,152.55,949501
DeltaEnterprises,9/24/2019,153.41,157.77,147.4,151.36,969092
DeltaEnterprises,9/25/2019,151.86,153.37,150.45,151.52,258618
DeltaEnterprises,9/26/2019,151.37,157.35,149.51,153.82,345727
DeltaEnterprises,9/27/2019,152.97,156.99,150.12,155.55,837908
DeltaEnterprises,9/28/2019,154.84,162.19,153.27,157.5,105363
DeltaEnterprises,9/29/2019,156.76,161.56,153.48,155.36,86810
DeltaEnterprises,9/30/2019,155.83,156.07,153.75,154.96,510518
DeltaEnterprises,10/1/2019,154.41,158.54,153.53,157.44,657348
DeltaEnterprises,10/2/2019,157.51,157.56,151,155.16,261594
DeltaEnterprises,10/3/2019,155.19,158.95,152.99,158.59,715968
DeltaEnterprises,10/4/2019,159.31,163.82,154.85,159.01,844640
DeltaEnterprises,10/5/2019,159.42,161.29,155.45,156.11,747358
DeltaEnterprises,10/6/2019,156.91,159.17,156.49,158.18,265672
DeltaEnterprises,10/7/2019,158.58,161.04,155.15,159.49,566945
DeltaEnterprises,10/8/2019,160.32,160.61,156.43,157.27,440407
DeltaEnterprises,10/9/2019,156.94,158.39,152.55,154.28,541709
DeltaEnterprises,10/10/2019,155.14,160.14,154.92,158.18,493843
DeltaEnterprises,10/11/2019,157.23,157.93,156.25,156.8,174806
DeltaEnterprises,10/12/2019,156.98,158.59,155.29,156.84,185126
DeltaEnterprises,10/13/2019,156.39,157.34,151.29,154.38,333009
DeltaEnterprises,10/14/2019,155.33,159.43,152.93,153.79,613100
DeltaEnterprises,10/15/2019,154.59,160.34,153.85,156.22,10229
DeltaEnterprises,10/16/2019,156.51,159.68,154.71,155.43,485770
DeltaEnterprises,10/17/2019,156.11,159.17,152.69,157.24,655671
DeltaEnterprises,10/18/2019,156.47,160.98,153.37,158.34,767389
DeltaEnterprises,10/19/2019,158.11,163.97,154.22,161.02,90922
DeltaEnterprises,10/20/2019,160.05,161.82,158.04,159.01,247538
DeltaEnterprises,10/21/2019,158.47,162.71,151.63,156.25,947503
DeltaEnterprises,10/22/2019,156.34,158.56,153.76,154.4,881448
DeltaEnterprises,10/23/2019,153.48,156.89,150.51,152.73,96169
DeltaEnterprises,10/24/2019,152.02,159.26,147.71,155.11,609062
DeltaEnterprises,10/25/2019,154.95,156.06,152.08,152.1,928021
DeltaEnterprises,10/26/2019,151.12,152.77,150.92,151.07,413997
DeltaEnterprises,10/27/2019,150.91,151.82,145.89,150.72,946197
DeltaEnterprises,10/28/2019,151.26,154.74,147.87,149.67,315845
DeltaEnterprises,10/29/2019,149.68,152.25,144.58,149.54,821700
DeltaEnterprises,10/30/2019,150.2,153.15,148.28,150.63,540588
DeltaEnterprises,10/31/2019,151.42,156.33,148.01,153.54,469246
DeltaEnterprises,11/1/2019,153.46,156.16,152.53,153.99,549010
DeltaEnterprises,11/2/2019,154.5,157.16,151.53,154.68,106231
DeltaEnterprises,11/3/2019,153.8,156.18,152.34,152.48,68054
DeltaEnterprises,11/4/2019,152.76,157.58,149.26,153.41,949362
DeltaEnterprises,11/5/2019,152.68,154.6,152.55,153.27,644258
DeltaEnterprises,11/6/2019,152.91,153.76,148.23,149.7,574116
DeltaEnterprises,11/7/2019,149.01,153.06,145.95,147.19,508488
DeltaEnterprises,11/8/2019,147.74,151.35,143.49,148.29,627247
DeltaEnterprises,11/9/2019,148.59,152.6,144.99,148.07,668610
DeltaEnterprises,11/10/2019,147.25,153.91,142.62,149.33,807200
DeltaEnterprises,11/11/2019,148.48,149.36,147.72,148.18,28167
DeltaEnterprises,11/12/2019,147.43,151.73,144.81,150.76,356197
DeltaEnterprises,11/13/2019,151.69,156.85,149.79,154.31,307788
DeltaEnterprises,11/14/2019,154.72,155.46,150.79,154.24,934190
DeltaEnterprises,11/15/2019,154.62,156.44,150.05,155.98,762822
DeltaEnterprises,11/16/2019,156.33,160.2,150.79,155.62,926126
DeltaEnterprises,11/17/2019,155.14,161.99,153.12,159.56,512972
DeltaEnterprises,11/18/2019,159.79,162.95,159.66,160.76,132400
DeltaEnterprises,11/19/2019,161.52,163.28,160.74,162.55,174033
DeltaEnterprises,11/20/2019,162.29,167.34,157.98,162.39,289828
DeltaEnterprises,11/21/2019,162.26,164.16,155.34,160.29,298100
DeltaEnterprises,11/22/2019,160.56,165.25,153.64,157.57,931126
DeltaEnterprises,11/23/2019,158.37,159.88,157.39,158.98,136092
DeltaEnterprises,11/24/2019,159.4,163.16,159.1,159.4,491674
DeltaEnterprises,11/25/2019,158.96,162.86,155.24,157.15,508201
DeltaEnterprises,11/26/2019,157.92,162.09,154.19,159.82,71305
DeltaEnterprises,11/27/2019,160.3,165.19,157.13,157.47,285726
DeltaEnterprises,11/28/2019,157.57,162.51,152.96,156.93,287949
DeltaEnterprises,11/29/2019,156.16,159.01,151.06,154.84,689441
DeltaEnterprises,11/30/2019,155.18,159.86,154.51,156.13,78748
DeltaEnterprises,12/1/2019,156.29,163.49,152.47,159.52,294838
DeltaEnterprises,12/2/2019,160.38,161.81,154.38,156.73,964001
DeltaEnterprises,12/3/2019,156.85,157.96,151.33,154.35,761495
DeltaEnterprises,12/4/2019,153.86,154.87,150.85,153.99,165531
DeltaEnterprises,12/5/2019,153.03,156.07,148.01,152.82,550876
DeltaEnterprises,12/6/2019,152.81,152.95,149.26,150.96,329133
DeltaEnterprises,12/7/2019,150.2,154.51,148.55,152.07,833397
DeltaEnterprises,12/8/2019,151.61,155.1,150.57,152.97,848769
DeltaEnterprises,12/9/2019,153.41,157.86,145.06,150.01,888624
DeltaEnterprises,12/10/2019,150.18,152.22,144.23,147.5,21164
DeltaEnterprises,12/11/2019,147.34,150.96,145.85,147.1,742394
DeltaEnterprises,12/12/2019,148,151.14,142.91,144.81,352185
DeltaEnterprises,12/13/2019,145.15,146.7,141.3,143.32,352445
DeltaEnterprises,12/14/2019,143.23,149.8,141.67,145.73,752538
DeltaEnterprises,12/15/2019,146.45,150.63,142.46,146.96,396564
DeltaEnterprises,12/16/2019,146.53,147.93,145.98,147.76,138557
DeltaEnterprises,12/17/2019,148.63,150.28,146.65,147.51,952918
DeltaEnterprises,12/18/2019,147.32,152.06,145.03,146.63,944486
DeltaEnterprises,12/19/2019,146.06,149.78,141.14,141.81,841173
DeltaEnterprises,12/20/2019,142.3,146.88,139.85,141.54,463106
DeltaEnterprises,12/21/2019,141.59,145.82,133.11,138.01,629749
DeltaEnterprises,12/22/2019,137.72,142.28,131.17,136.16,347245
DeltaEnterprises,12/23/2019,136.96,141.62,130.95,134.68,187736
DeltaEnterprises,12/24/2019,134.89,140.46,130.17,138.06,856648
DeltaEnterprises,12/25/2019,138.83,139.33,131.36,136.19,532133
DeltaEnterprises,12/26/2019,135.52,139.16,132.58,133.78,560785
DeltaEnterprises,12/27/2019,132.94,136.88,129.29,131.74,168000
DeltaEnterprises,12/28/2019,132.39,134.87,128.84,134.4,640931
DeltaEnterprises,12/29/2019,133.91,136.43,130.52,130.62,239023
DeltaEnterprises,12/30/2019,130.8,134.55,129.5,130.9,901957
DeltaEnterprises,12/31/2019,130.92,132.45,126.49,129.05,350453
DeltaEnterprises,1/1/2020,128.7,129.14,122.22,127.16,104499
DeltaEnterprises,1/2/2020,127.3,130.03,124.55,127.39,275066
DeltaEnterprises,1/3/2020,126.61,132.37,122.41,127.89,424053
DeltaEnterprises,1/4/2020,127.72,128.17,125.85,126.42,259468
DeltaEnterprises,1/5/2020,125.86,128.74,120.54,122.4,778954
DeltaEnterprises,1/6/2020,123.38,126.51,121,124.05,287375
DeltaEnterprises,1/7/2020,123.92,126.45,122.76,124.42,665385
DeltaEnterprises,1/8/2020,124.17,127.76,121.8,122.52,540841
DeltaEnterprises,1/9/2020,122.31,123.83,117.64,122.49,834841
DeltaEnterprises,1/10/2020,123.17,124.84,122.32,124.42,472647
DeltaEnterprises,1/11/2020,124.62,126.77,122.58,122.61,36831
DeltaEnterprises,1/12/2020,121.72,125.51,120.82,123.7,855871
DeltaEnterprises,1/13/2020,124.69,126.73,123.17,124.08,357664
DeltaEnterprises,1/14/2020,124.24,125.88,118.4,120.01,284170
DeltaEnterprises,1/15/2020,119.86,120.79,115.83,119.75,526391
DeltaEnterprises,1/16/2020,120.7,125.68,116.21,119.94,222554
DeltaEnterprises,1/17/2020,120.4,122.83,116.22,116.88,869182
DeltaEnterprises,1/18/2020,117.35,121.97,113.93,116.53,793872
DeltaEnterprises,1/19/2020,116.09,120.3,111.92,118.92,562832
DeltaEnterprises,1/20/2020,117.98,118.8,113.49,117.97,440524
DeltaEnterprises,1/21/2020,117.25,122,111.97,116.9,567236
DeltaEnterprises,1/22/2020,116.53,117.73,111.23,115.67,911649
DeltaEnterprises,1/23/2020,116.48,118.87,115.46,118.23,389443
DeltaEnterprises,1/24/2020,118.58,122.94,113.22,118.19,111367
DeltaEnterprises,1/25/2020,118.15,123.11,116.02,116.46,884913
DeltaEnterprises,1/26/2020,116.15,117.46,116.04,116.54,592362
DeltaEnterprises,1/27/2020,116.32,121.13,116.27,118.55,266632
DeltaEnterprises,1/28/2020,118.07,122.64,116.74,118.56,208885
DeltaEnterprises,1/29/2020,118.98,125.43,114.58,122.22,680773
DeltaEnterprises,1/30/2020,121.84,122.03,118.72,121.28,516260
DeltaEnterprises,1/31/2020,121.52,124.74,119.94,121.28,85961
DeltaEnterprises,2/1/2020,121.08,122.59,118.61,119.81,192285
DeltaEnterprises,2/2/2020,120.49,121.81,118.57,118.73,519853
DeltaEnterprises,2/3/2020,117.92,124.02,117.34,119.15,532265
DeltaEnterprises,2/4/2020,119.19,119.25,116.06,118.93,954393
DeltaEnterprises,2/5/2020,119.92,124.85,118.05,119,285504
DeltaEnterprises,2/6/2020,118.52,124.02,116.44,119.23,623347
DeltaEnterprises,2/7/2020,118.48,120.23,117.14,119.16,761957
DeltaEnterprises,2/8/2020,118.39,121.84,115.77,119.53,408363
DeltaEnterprises,2/9/2020,120.31,121.3,113.24,117.02,811242
DeltaEnterprises,2/10/2020,117.96,118.43,114.01,116.94,408894
DeltaEnterprises,2/11/2020,116.42,121.68,115.44,118.27,831729
DeltaEnterprises,2/12/2020,118.59,120.48,113.85,115.6,688668
DeltaEnterprises,2/13/2020,115.49,118.6,113.72,117.51,691793
DeltaEnterprises,2/14/2020,116.78,119.03,111.62,112.76,167042
DeltaEnterprises,2/15/2020,112.41,117.37,111.02,114.39,42235
DeltaEnterprises,2/16/2020,114.47,118.68,111.32,115.49,496814
DeltaEnterprises,2/17/2020,114.78,116.76,111.36,115.07,159152
DeltaEnterprises,2/18/2020,115.56,116.06,110.39,114.77,32554
DeltaEnterprises,2/19/2020,113.82,119.8,109.9,116.33,877535
DeltaEnterprises,2/20/2020,117.25,117.69,115.15,115.17,367925
DeltaEnterprises,2/21/2020,115.52,118.11,112.83,114.07,248577
DeltaEnterprises,2/22/2020,114,117.21,109.87,112.57,895225
DeltaEnterprises,2/23/2020,111.78,114.96,111.11,113.25,271696
DeltaEnterprises,2/24/2020,113,117.97,111.95,115.14,906873
DeltaEnterprises,2/25/2020,115.15,121.74,113.62,118.27,114152
DeltaEnterprises,2/26/2020,117.8,118.41,115.57,118.14,923613
DeltaEnterprises,2/27/2020,117.94,119.26,112.97,117.5,661940
DeltaEnterprises,2/28/2020,118.12,120.93,116.07,119.76,858419
DeltaEnterprises,2/29/2020,120.43,121.45,116.11,117.35,872226
DeltaEnterprises,3/1/2020,116.92,117.01,109.82,113.28,308059
DeltaEnterprises,3/2/2020,112.74,112.94,109.75,112.91,148973
DeltaEnterprises,3/3/2020,112.63,114.21,108.02,110.48,375218
DeltaEnterprises,3/4/2020,109.92,111.58,104.19,105.96,791801
DeltaEnterprises,3/5/2020,105.22,107.53,102.95,106.17,211965
DeltaEnterprises,3/6/2020,105.88,108.11,99.93,104.73,988227
DeltaEnterprises,3/7/2020,103.79,106.69,102.12,106.2,470278
DeltaEnterprises,3/8/2020,107.18,111.92,104.74,109.02,488437
DeltaEnterprises,3/9/2020,108.31,109.16,106.12,108.66,434507
DeltaEnterprises,3/10/2020,107.66,112.38,103.02,107.7,324951
DeltaEnterprises,3/11/2020,106.78,109.07,102.74,107.9,945810
DeltaEnterprises,3/12/2020,108.38,109.61,103.53,107.88,509872
DeltaEnterprises,3/13/2020,107.47,108.22,105.34,106.8,69321
DeltaEnterprises,3/14/2020,107.56,111.75,101.64,104.11,815103
DeltaEnterprises,3/15/2020,104.61,110.55,101.68,108.92,871927
DeltaEnterprises,3/16/2020,108.9,110.18,104.5,107.95,366401
DeltaEnterprises,3/17/2020,108.1,114.82,107.58,109.99,931181
DeltaEnterprises,3/18/2020,109.99,110.77,107.99,109.63,310076
DeltaEnterprises,3/19/2020,109.91,115.59,107.99,110.84,94355
DeltaEnterprises,3/20/2020,110.53,115.36,107.59,112.39,950472
DeltaEnterprises,3/21/2020,112.56,113.54,108.14,110.43,338920
DeltaEnterprises,3/22/2020,109.94,113.45,104.55,109.17,504807
DeltaEnterprises,3/23/2020,108.98,109.41,107.23,107.25,997357
DeltaEnterprises,3/24/2020,107.13,107.16,102.39,103.57,693305
DeltaEnterprises,3/25/2020,103.97,111.29,101.68,107.49,618492
DeltaEnterprises,3/26/2020,108.25,109.54,105.33,108.38,450707
DeltaEnterprises,3/27/2020,108.2,111.1,105.86,110.19,449447
DeltaEnterprises,3/28/2020,110.03,113.09,106.48,108.5,815235
DeltaEnterprises,3/29/2020,108.28,111.98,105.62,106.74,746307
DeltaEnterprises,3/30/2020,107.32,110.22,103.94,107.96,159323
DeltaEnterprises,3/31/2020,108.8,109.93,106.72,107.32,277093
DeltaEnterprises,4/1/2020,108.21,113.12,105.25,108.88,584078
DeltaEnterprises,4/2/2020,109.78,111.64,104.06,104.89,512990
DeltaEnterprises,4/3/2020,104.55,105.58,102.34,104.35,187390
DeltaEnterprises,4/4/2020,104.9,112.59,103.87,109.04,770454
DeltaEnterprises,4/5/2020,110.03,114.96,106.59,110.42,46928
DeltaEnterprises,4/6/2020,110.93,112.5,101.99,106.88,965256
DeltaEnterprises,4/7/2020,106.61,107.79,106.35,107.24,49605
DeltaEnterprises,4/8/2020,107.21,109.05,105.81,107.17,676950
DeltaEnterprises,4/9/2020,107.54,113.51,107.08,111.42,315935
DeltaEnterprises,4/10/2020,111.98,116.54,107.86,112.5,338964
DeltaEnterprises,4/11/2020,113.22,120.06,112.12,115.38,378969
DeltaEnterprises,4/12/2020,115.38,120.16,115.22,117.15,533277
DeltaEnterprises,4/13/2020,117.49,119.33,109.02,113.42,949459
DeltaEnterprises,4/14/2020,114.09,116.88,111.01,114.81,447919
DeltaEnterprises,4/15/2020,114.74,118.9,113.66,114.81,616388
DeltaEnterprises,4/16/2020,115.42,116.79,108.69,112.79,168019
DeltaEnterprises,4/17/2020,113.46,115.53,110.15,113.33,483261
DeltaEnterprises,4/18/2020,113.62,115.95,108.19,111.41,143375
DeltaEnterprises,4/19/2020,112.08,119.59,107.56,116.98,502855
DeltaEnterprises,4/20/2020,116.33,116.72,112.73,116.23,570769
DeltaEnterprises,4/21/2020,116.8,120.37,113.61,119.37,492927
DeltaEnterprises,4/22/2020,120.08,124.89,118.34,119.55,580274
DeltaEnterprises,4/23/2020,119.4,121.71,115.29,118,519179
DeltaEnterprises,4/24/2020,118.79,119.97,117.17,117.55,126810
DeltaEnterprises,4/25/2020,118.01,121.56,116.34,119.71,277750
DeltaEnterprises,4/26/2020,120.32,122.44,112.9,116.91,337406
DeltaEnterprises,4/27/2020,116.06,126.37,113.8,121.55,518896
DeltaEnterprises,4/28/2020,121.42,124.36,120.89,122.45,869520
DeltaEnterprises,4/29/2020,122.76,126.05,118.81,120.04,53848
DeltaEnterprises,4/30/2020,120.72,124.48,116.99,122.62,963711
DeltaEnterprises,5/1/2020,122.19,125.98,121.9,122.83,760691
DeltaEnterprises,5/2/2020,122.93,126.3,119.45,123.25,612265
DeltaEnterprises,5/3/2020,122.28,127.01,119.81,120.77,784994
DeltaEnterprises,5/4/2020,121.54,122.64,117.29,122.13,167847
DeltaEnterprises,5/5/2020,122.09,122.85,118.44,120.26,828051
DeltaEnterprises,5/6/2020,119.7,123.52,116.6,118.11,741740
DeltaEnterprises,5/7/2020,117.77,121.41,114.44,118.07,689191
DeltaEnterprises,5/8/2020,117.9,121.12,109.99,113.3,331831
DeltaEnterprises,5/9/2020,113.34,116.33,109.96,115.03,571736
DeltaEnterprises,5/10/2020,114.28,116.17,109.52,112.22,60465
DeltaEnterprises,5/11/2020,112.43,117.4,106.27,111.09,318883
DeltaEnterprises,5/12/2020,111.97,117.57,109.07,113.03,177078
DeltaEnterprises,5/13/2020,113.7,121.3,109.92,117.41,910435
DeltaEnterprises,5/14/2020,117.78,120.62,114.99,120.23,693841
DeltaEnterprises,5/15/2020,120.64,125.5,119.25,119.47,348865
DeltaEnterprises,5/16/2020,119.84,123.95,118.51,119.95,876184
DeltaEnterprises,5/17/2020,119.67,121.44,115.73,119.51,63459
DeltaEnterprises,5/18/2020,120.46,124.24,120.06,120.67,252329
DeltaEnterprises,5/19/2020,121.01,127.31,120.05,123.17,995406
DeltaEnterprises,5/20/2020,123.41,128.08,122.45,123.61,407390
DeltaEnterprises,5/21/2020,123.48,127.22,118.59,118.87,884694
DeltaEnterprises,5/22/2020,118.47,123.77,116.44,118.78,561518
DeltaEnterprises,5/23/2020,118.41,118.86,114.67,116.41,270668
DeltaEnterprises,5/24/2020,117,118.08,106.79,111.31,356762
DeltaEnterprises,5/25/2020,111.14,115.51,108.68,109,959607
DeltaEnterprises,5/26/2020,108.09,113.97,107.6,109.4,957742
DeltaEnterprises,5/27/2020,109.29,112.39,102.35,105.43,807026
DeltaEnterprises,5/28/2020,104.9,108.5,102.99,106.65,135039
DeltaEnterprises,5/29/2020,106.89,110.74,105.02,108.23,573536
DeltaEnterprises,5/30/2020,108.66,109.62,102.39,105.56,485824
DeltaEnterprises,5/31/2020,105.95,109.19,101.7,105.05,106574
DeltaEnterprises,6/1/2020,104.31,106.59,102.9,106.05,367301
DeltaEnterprises,6/2/2020,105.9,107.7,101.27,105.18,956522
DeltaEnterprises,6/3/2020,105.31,109.77,99.92,104.89,250864
DeltaEnterprises,6/4/2020,104.05,107.98,102.07,105.68,106628
DeltaEnterprises,6/5/2020,106.17,108.28,102.97,106.88,380813
DeltaEnterprises,6/6/2020,106.57,110.83,105.5,107.24,123684
DeltaEnterprises,6/7/2020,107.59,108.31,106.61,107.22,722800
DeltaEnterprises,6/8/2020,106.42,108.23,102.59,107.13,587638
DeltaEnterprises,6/9/2020,107.87,112.08,103.28,106.92,802621
DeltaEnterprises,6/10/2020,107.54,110.82,107.36,108.22,923656
DeltaEnterprises,6/11/2020,107.34,113.37,107,109.82,130819
DeltaEnterprises,6/12/2020,110.65,112.61,107.6,108.78,121817
DeltaEnterprises,6/13/2020,108.94,112.12,104.48,109.04,856319
DeltaEnterprises,6/14/2020,109.46,114,107.26,110.74,652505
DeltaEnterprises,6/15/2020,110.8,112.06,105.67,110.58,414046
DeltaEnterprises,6/16/2020,110.37,115.09,104.93,109.07,794708
DeltaEnterprises,6/17/2020,109.5,110.83,103.12,105.37,496265
DeltaEnterprises,6/18/2020,105.57,111.49,102.1,108.96,869795
